"harvest_date","harvest_moisture_pct","height_in","yield_lb_acre","year","hybrid","emergence_date","planting_date"
2022-10-19,NA,67.3228346456693,2064.791,2022,"4425CL",2022-06-07,2022-06-06
2022-10-19,NA,65.3543307086614,2495.101,2022,"GP25 CL",2022-06-10,2022-06-06
2022-10-19,NA,57.6771653543307,1644.523,2022,"Honeycomb NS2",2022-06-09,2022-06-06
2022-10-19,NA,60.4330708661417,1911.647,2022,"8N270CLDM3",2022-06-09,2022-06-06
2022-10-19,NA,64.1732283464567,2299.307,2022,"559CL4",2022-06-10,2022-06-06
2022-10-19,NA,64.5669291338583,2250,2022,"Hybrid 8945",2022-06-09,2022-06-06
NA,NA,55,1029,1978,"Sheyenne 893",NA,NA
NA,NA,51,1071,1978,"Sheyenne 898",NA,NA
NA,NA,56,1149,1978,"Sunbred 212",NA,NA
NA,NA,52,1044,1978,"Sunbred 254",NA,NA
NA,NA,54,1052,1978,"IS 894",NA,NA
NA,NA,53,1036,1978,"IS 7775",NA,NA
NA,NA,52,1125,1978,"Sigco 241",NA,NA
NA,NA,53,1106,1978,"Sigco 894A",NA,NA
NA,NA,51.5,1015,1978,"Sunhi 301A",NA,NA
NA,NA,51,1023,1978,"Sunhi 304",NA,NA
NA,NA,51,1020,1978,"Sungro 380A",NA,NA
NA,NA,55,1077,1978,"Sungro 372A",NA,NA
NA,NA,55,1286,1978,"DO 704",NA,NA
NA,NA,54,959,1978,"DO 844",NA,NA
NA,NA,52,1253,1978,"HySun 101",NA,NA
NA,NA,52,1208,1978,"Oil Master X",NA,NA
NA,NA,50,786,1978,"Gold 2",NA,NA
NA,NA,52,1025,1978,"Cargill 204",NA,NA
NA,NA,48.5,1031,1978,"Cargill 205",NA,NA
NA,NA,50,1150,1978,"Golden Harvest 10",NA,NA
NA,NA,54,1109,1978,"Golden Harvest 20",NA,NA
NA,NA,49,1065,1978,"Golden Harvest 30",NA,NA
NA,NA,51.5,1107,1978,"Master Farmer X7",NA,NA
NA,NA,57.5,1063,1978,"Sputnik 71",NA,NA
NA,NA,53,1312,1978,"Oil Master",NA,NA
NA,NA,52.5,995,1978,"Peredovik",NA,NA
NA,NA,73,2568,1979,"DO 704",NA,NA
NA,NA,68,2565,1979,"Sheyenne 893",NA,NA
NA,NA,71,2505,1979,"Sigco 450",NA,NA
NA,NA,68,2489,1979,"4W 900",NA,NA
NA,NA,69,2476,1979,"Cargill 204",NA,NA
NA,NA,73,2471,1979,"RBA 300G",NA,NA
NA,NA,71,2468,1979,"MF 800",NA,NA
NA,NA,68,2463,1979,"HySun 101",NA,NA
NA,NA,68,2461,1979,"Sigco 894A",NA,NA
NA,NA,74,2458,1979,"DO 844",NA,NA
NA,NA,67,2449,1979,"J 701",NA,NA
NA,NA,72,2407,1979,"Sigco 241A",NA,NA
NA,NA,71,2403,1979,"Sunbred 254",NA,NA
NA,NA,68,2400,1979,"J 501",NA,NA
NA,NA,73,2395,1979,"J 401",NA,NA
NA,NA,66,2389,1979,"Golden Harvest 10",NA,NA
NA,NA,69,2359,1979,"RBA 400D",NA,NA
NA,NA,68,2353,1979,"Cenex 907",NA,NA
NA,NA,67,2345,1979,"Sun Hi 301A",NA,NA
NA,NA,70,2334,1979,"MF 600Q",NA,NA
NA,NA,67,2320,1979,"SunGro 378",NA,NA
NA,NA,67,2314,1979,"Sun Hi S304",NA,NA
NA,NA,69,2304,1979,"SunGro 380A",NA,NA
NA,NA,77,2265,1979,"Sigco 449",NA,NA
NA,NA,65,2241,1979,"Hybrid 894/Cal West",NA,NA
NA,NA,64,2233,1979,"PAG SF101",NA,NA
NA,NA,72,2230,1979,"Golden Harvest 20",NA,NA
NA,NA,68,2192,1979,"Cenex 897",NA,NA
NA,NA,72,2192,1979,"MF 700",NA,NA
NA,NA,64,2173,1979,"Sheyenne 898",NA,NA
NA,NA,67,2110,1979,"IS 3107",NA,NA
NA,NA,68,2102,1979,"4W 1100C",NA,NA
NA,NA,72,2080,1979,"Sunbred 265",NA,NA
NA,NA,69,2072,1979,"Cargill 205",NA,NA
NA,NA,74,2052,1979,"IS 7775",NA,NA
NA,NA,71,1963,1979,"Hybrid 903/Kraig Seed",NA,NA
1982-10-14,8.9,64,1593,1982,"747",1982-05-28,1982-05-25
1982-10-14,8.8,60,1952,1982,"3008",1982-05-30,1982-05-25
1982-10-14,9,65,2134,1982,"3009",1982-05-29,1982-05-25
1982-10-14,10.1,65,1817,1982,"3510",1982-05-29,1982-05-25
1982-10-14,8.5,61,1872,1982,"64P",1982-05-29,1982-05-25
1982-10-14,8.8,62,2128,1982,"67P",NA,1982-05-25
1982-10-14,NA,61,1800,1982,"204",1982-05-29,1982-05-25
1982-10-14,8.7,64,1674,1982,"205",1982-05-27,1982-05-25
1982-10-14,10.9,64,1941,1982,"206",1982-05-27,1982-05-25
1982-10-14,8.5,65,1822,1982,"7101",1982-05-28,1982-05-25
1982-10-14,8.4,63,1465,1982,"907E",1982-05-28,1982-05-25
1982-10-14,8.4,56,1696,1982,"DO 167",1982-05-28,1982-05-25
1982-10-14,8.9,62,2031,1982,"DO 704XL",1982-05-28,1982-05-25
1982-10-14,8.5,61,1811,1982,"DO 705",1982-05-27,1982-05-25
1982-10-14,9,62,1579,1982,"2049",1982-05-27,1982-05-25
1982-10-14,8.5,63,1643,1982,"2211",1982-05-26,1982-05-25
1982-10-14,8.7,63,2104,1982,"2214",1982-05-28,1982-05-25
1982-10-14,10.5,62,1885,1982,"G-6625",1982-05-27,1982-05-25
1982-10-14,10.7,64,2232,1982,"G-6627",1982-05-27,1982-05-25
1982-10-14,8.5,64,1660,1982,"20",1982-05-29,1982-05-25
1982-10-14,9.7,68,2017,1982,"XR-28",1982-05-26,1982-05-25
1982-10-14,8.4,65,1870,1982,"Roughrider",1982-05-27,1982-05-25
1982-10-14,9.3,60,1494,1982,"Plainsman",1982-05-28,1982-05-25
1982-10-14,NA,65,1774,1982,"Sodbuster",1982-05-28,1982-05-25
1982-10-14,12.7,62,1919,1982,"673",1982-05-28,1982-05-25
1982-10-14,12.6,58,2025,1982,"SD-1",1982-05-27,1982-05-25
1982-10-14,8.4,58,1631,1982,"SD-5",1982-05-28,1982-05-25
1982-10-14,8.4,60,2009,1982,"3001",1982-05-29,1982-05-25
1982-10-14,8.4,64,2003,1982,"7111",1982-05-31,1982-05-25
1982-10-14,8.3,58,1482,1982,"7000",NA,1982-05-25
1982-10-14,8.8,62,1817,1982,"311",1982-05-27,1982-05-25
1982-10-14,8.9,61,1895,1982,"503",1982-05-29,1982-05-25
1982-10-14,10.7,61,2121,1982,"550",NA,1982-05-25
1982-10-14,8.8,59,1557,1982,"265",1982-05-29,1982-05-25
1982-10-14,12.2,57,1646,1982,"246",1982-05-27,1982-05-25
1982-10-14,11.5,62,2135,1982,"275",1982-05-30,1982-05-25
1982-10-14,10.7,61,1825,1982,"F614",1982-05-28,1982-05-25
1982-10-14,9.4,65,2206,1982,"81-22",1982-05-29,1982-05-25
1982-10-14,8.9,67,1794,1982,"SF 101",1982-05-29,1982-05-25
1982-10-14,8.3,61,1832,1982,"SF 102",1982-05-28,1982-05-25
1982-10-14,9,54,1815,1982,"2022",1982-05-29,1982-05-25
1982-10-14,10.7,61,2290,1982,"2011",1982-05-28,1982-05-25
1982-10-14,8.5,64,1654,1982,"2012",1982-05-30,1982-05-25
1982-10-14,9,72,1960,1982,"315",1982-05-27,1982-05-25
1982-10-14,8.5,61,1740,1982,"316",1982-05-28,1982-05-25
1982-10-14,11.8,67,2188,1982,"349",1982-05-30,1982-05-25
1982-10-14,9,64,1615,1982,"SX-81",1982-05-29,1982-05-25
1982-10-14,9.2,65,1773,1982,"S-305",1982-05-28,1982-05-25
1982-10-14,8.4,65,1842,1982,"Golden Glo",1982-05-30,1982-05-25
1982-10-14,8.8,60,1586,1982,"Dakota Gold",1982-05-30,1982-05-25
1982-10-14,10.6,58,1908,1982,"New Dawn",NA,1982-05-25
1982-10-14,8.4,60,1959,1982,"448",1982-05-27,1982-05-25
1982-10-14,8.7,60,2065,1982,"454",1982-05-29,1982-05-25
1982-10-14,9.7,56,1444,1982,"460",1982-05-28,1982-05-25
1982-10-14,9.4,62,2157,1982,"5000",1982-05-27,1982-05-25
1982-10-14,8.4,60,1721,1982,"6000",1982-05-28,1982-05-25
1982-10-14,8.8,59,2172,1982,"2057",1982-05-29,1982-05-25
1982-10-14,8.5,55,1809,1982,"3101",1982-05-29,1982-05-25
1982-10-14,8.5,63,1574,1982,"1888",1982-05-27,1982-05-25
1982-10-14,8.8,61,1816,1982,"134A",1982-05-29,1982-05-25
1982-10-14,10.4,64,1793,1982,"Sun Gro 520A",1982-05-27,1982-05-25
1982-10-14,19.8,68,1835,1982,"Sun Gro 585",1982-05-28,1982-05-25
1982-10-14,9.3,62,1862,1982,"894",1982-05-29,1982-05-25
1982-10-14,9.6,63,2017,1982,"903",1982-05-27,1982-05-25
NA,10,62,1031,1983,"Arrowhead Bonus",NA,NA
NA,10,64,1037,1983,"Arrowhead 707B",NA,NA
NA,10,65,1203,1983,"Arrowhead 747",NA,NA
NA,10,60,987,1983,"Barzen 3009",NA,NA
NA,10,58,1023,1983,"Barzen 3008",NA,NA
NA,10,64,1235,1983,"Cargill 205",NA,NA
NA,10,65,1081,1983,"Cargill 206",NA,NA
NA,10,68,1230,1983,"Cargill 207",NA,NA
NA,10,65,1143,1983,"Dahlgren DO 704X",NA,NA
NA,10,62,1310,1983,"Dahlgren DO 705",NA,NA
NA,10,58,1099,1983,"Dahlgren DO 164",NA,NA
NA,10,67,945,1983,"DeKalb DKS37",NA,NA
NA,10,63,1079,1983,"DeKalb 3354",NA,NA
NA,10,66,1229,1983,"DeKalb 3412",NA,NA
NA,10,63,997,1983,"DeKalb 3334",NA,NA
NA,13,65,951,1983,"Funks G-6627",NA,NA
NA,10,61,1082,1983,"Funks G-6625",NA,NA
NA,11,68,832,1983,"Gro Agri 380A",NA,NA
NA,10,65,1084,1983,"Gro Agri 378",NA,NA
NA,10,65,1245,1983,"Gro Agri 382",NA,NA
NA,10,64,1405,1983,"Imperial SD1",NA,NA
NA,10,65,917,1983,"Imperial 673",NA,NA
NA,10,60,1138,1983,"Interstate 7111",NA,NA
NA,10,61,956,1983,"Interstate 7101",NA,NA
NA,11,74,751,1983,"Interstate 7120",NA,NA
NA,10,73,825,1983,"Interstate 3104",NA,NA
NA,10,75,691,1983,"Interstate 7781",NA,NA
NA,10,75,746,1983,"Interstate 3106",NA,NA
NA,10,60,1135,1983,"Interstate 3001",NA,NA
NA,10,61,809,1983,"Jacques 311",NA,NA
NA,10,69,925,1983,"Jacques 503",NA,NA
NA,10,66,1161,1983,"Mallard 484",NA,NA
NA,10,64,736,1983,"Mallard 544",NA,NA
NA,11,63,1168,1983,"Northrup King 254",NA,NA
NA,10,56,1041,1983,"Northrup King 265",NA,NA
NA,10,59,908,1983,"O's Gold 614",NA,NA
NA,10,63,905,1983,"O's Gold 8152",NA,NA
NA,10,66,1107,1983,"PAG SF 101",NA,NA
NA,10,63,1169,1983,"PAG SF 102",NA,NA
NA,10,63,872,1983,"REA 9901",NA,NA
NA,10,68,846,1983,"REA 9902",NA,NA
NA,11,69,1166,1983,"SeedTec S349",NA,NA
NA,10,63,1128,1983,"SeedTec S316",NA,NA
NA,11,68,1083,1983,"SeedTec S315",NA,NA
NA,10,68,1267,1983,"SeedTec X11083",NA,NA
NA,10,63,981,1983,"Sexauer 30083",NA,NA
NA,10,64,1046,1983,"Sexauer S-305A",NA,NA
NA,10,62,1084,1983,"Sheyenne Dakota Gold",NA,NA
NA,10,64,866,1983,"Sheyenne Sundance",NA,NA
NA,10,65,1034,1983,"Sigco 448",NA,NA
NA,10,67,1329,1983,"Sigco 455",NA,NA
NA,11,67,1159,1983,"Sigco 470",NA,NA
NA,11,63,928,1983,"Sokota 4000",NA,NA
NA,10,65,1011,1983,"Sokota 5000",NA,NA
NA,10,62,957,1983,"Sokota 6000",NA,NA
NA,10,64,1076,1983,"Sokota 2057",NA,NA
NA,10,62,1059,1983,"Stauffer 1888",NA,NA
NA,10,59,998,1983,"Stauffer 1830",NA,NA
NA,10,65,1057,1983,"Stauffer 1865",NA,NA
NA,10,58,871,1983,"Stauffer 1300",NA,NA
NA,10,64,1069,1983,"SunFlo GH10",NA,NA
NA,10,68,1006,1983,"SunFlo XR 28",NA,NA
NA,10,63,1173,1983,"TNT L10",NA,NA
NA,11,67,1201,1983,"Sheyenne Golden Glo",NA,NA
NA,11,58,683,1983,"NDSU BRS1",NA,NA
NA,14,61,628,1983,"NDSU BRS2",NA,NA
NA,14,58,659,1983,"NDSU BRS3",NA,NA
NA,10,60,1204,1983,"USDA 894",NA,NA
NA,10,60,1004,1983,"USDA 903",NA,NA
NA,NA,61,2427,1984,"MALL S950",NA,NA
NA,NA,59,2358,1984,"STAU 1888",NA,NA
NA,NA,61,2356,1984,"SIGC 455",NA,NA
NA,NA,55,2344,1984,"PAG SF100",NA,NA
NA,NA,63,2318,1984,"SEED 317",NA,NA
NA,NA,57,2309,1984,"TNT SF634",NA,NA
NA,NA,61,2268,1984,"DAHL 730",NA,NA
NA,NA,57,2258,1984,"DAHL 705",NA,NA
NA,NA,58,2248,1984,"NK 285",NA,NA
NA,NA,64,2237,1984,"SEED 316",NA,NA
NA,NA,59,2224,1984,"PAG SF102",NA,NA
NA,NA,59,2202,1984,"DKPG 3362",NA,NA
NA,NA,59,2200,1984,"SOKO 5000",NA,NA
NA,NA,66,2200,1984,"NK 262",NA,NA
NA,NA,53,2192,1984,"DAHL 855",NA,NA
NA,NA,59,2154,1984,"IS 3001",NA,NA
NA,NA,59,2131,1984,"CONT P78",NA,NA
NA,NA,57,2131,1984,"DAHL 725",NA,NA
NA,NA,53,2114,1984,"JACQ 4402",NA,NA
NA,NA,53,2112,1984,"PAC 354",NA,NA
NA,NA,60,2110,1984,"CENE 8101",NA,NA
NA,NA,54,2096,1984,"DKPG 42",NA,NA
NA,NA,63,2077,1984,"CARG 206",NA,NA
NA,NA,55,2071,1984,"NK 265",NA,NA
NA,NA,57,2064,1984,"USDA 894",NA,NA
NA,NA,58,2031,1984,"ARRO 707",NA,NA
NA,NA,60,2021,1984,"JACQ 3501",NA,NA
NA,NA,54,2017,1984,"IS 7111",NA,NA
NA,NA,60,2011,1984,"CARG 205",NA,NA
NA,NA,63,1994,1984,"ARRO 757",NA,NA
NA,NA,55,1988,1984,"ARRO 747",NA,NA
NA,NA,60,1979,1984,"JACQ 311",NA,NA
NA,NA,56,1971,1984,"SOKO 6000",NA,NA
NA,NA,57,1968,1984,"STAU 3101",NA,NA
NA,NA,53,1960,1984,"TNT D-GOLD",NA,NA
NA,NA,62,1950,1984,"MALL S484",NA,NA
NA,NA,60,1934,1984,"CENE 7101",NA,NA
NA,NA,65,1912,1984,"PAC HYS33",NA,NA
NA,NA,60,1901,1984,"GRAG 2010",NA,NA
NA,NA,57,1892,1984,"HOME 1200",NA,NA
NA,NA,60,1890,1984,"SEXA 305A",NA,NA
NA,NA,59,1886,1984,"GRAG 382",NA,NA
NA,NA,64,1886,1984,"IS 77755",NA,NA
NA,NA,53,1877,1984,"SOKO 2057",NA,NA
NA,NA,51,1855,1984,"CONT P75",NA,NA
NA,NA,65,1840,1984,"TNT L-12",NA,NA
NA,NA,54,1798,1984,"GRAG 2004",NA,NA
NA,NA,51,1785,1984,"SEXA 500-B",NA,NA
NA,NA,61,1784,1984,"REA 305A",NA,NA
NA,NA,65,1719,1984,"CARG 207",NA,NA
NA,NA,53,1706,1984,"IS 7000",NA,NA
NA,NA,53,1704,1984,"DKPG 3352",NA,NA
NA,NA,52,1701,1984,"STAU 1300",NA,NA
NA,NA,66,1683,1984,"PAG SF103",NA,NA
NA,NA,56,1679,1984,"SIGC 468",NA,NA
NA,NA,59,1608,1984,"CAN MR20",NA,NA
NA,NA,53,1594,1984,"CAN MR21",NA,NA
NA,NA,75,1589,1984,"CONT P80",NA,NA
NA,NA,61,1573,1984,"PAC 356",NA,NA
NA,NA,71,1558,1984,"CONT P81",NA,NA
NA,NA,61,1510,1984,"CAN MRS27",NA,NA
NA,NA,56,1155,1984,"NDSU BR2M",NA,NA
NA,NA,56,1127,1984,"NDSU BR2L",NA,NA
NA,NA,58,1060,1984,"NDSU BR3",NA,NA
NA,14.4,39,1836,1985,"EX1296",NA,NA
NA,15.8,31,1827,1985,"208",NA,NA
NA,16.1,39,1924,1985,"950",NA,NA
NA,16.1,39,1639,1985,"894",NA,NA
NA,16.1,41,1716,1985,"131",NA,NA
NA,16.4,40,1668,1985,"5000",NA,NA
NA,16.9,39,1443,1985,"145",NA,NA
NA,17,32,1697,1985,"SF 100",NA,NA
NA,17.1,39,1834,1985,"484",NA,NA
NA,17.1,38,1814,1985,"950A",NA,NA
NA,17.2,40,1873,1985,"66",NA,NA
NA,17.3,44,1891,1985,"43",NA,NA
NA,17.5,44,1976,1985,"SF 103",NA,NA
NA,17.6,39,1479,1985,"7000",NA,NA
NA,17.6,43,2105,1985,"D Gold",NA,NA
NA,17.7,43,1745,1985,"EX1424",NA,NA
NA,18,44,1513,1985,"2057",NA,NA
NA,18,42,1677,1985,"722",NA,NA
NA,18.2,44,2396,1985,"SF 102",NA,NA
NA,18.3,38,1616,1985,"1300",NA,NA
NA,18.4,43,2132,1985,"PAC354",NA,NA
NA,18.4,46,1804,1985,"Disc",NA,NA
NA,18.8,41,1579,1985,"8101",NA,NA
NA,18.8,46,2298,1985,"207",NA,NA
NA,19,40,1845,1985,"3003",NA,NA
NA,19.2,43,1700,1985,"705",NA,NA
NA,19.6,41,2013,1985,"CX3472",NA,NA
NA,19.6,36,1543,1985,"7111",NA,NA
NA,19.6,45,2255,1985,"RH2141",NA,NA
NA,19.8,42,1935,1985,"316",NA,NA
NA,20,42,1823,1985,"7101",NA,NA
NA,20,46,2043,1985,"747",NA,NA
NA,20.1,47,2067,1985,"SF634",NA,NA
NA,20.1,41,1727,1985,"X30084",NA,NA
NA,20.2,39,1653,1985,"8854",NA,NA
NA,20.2,43,1992,1985,"CX6101",NA,NA
NA,20.2,44,2111,1985,"954",NA,NA
NA,20.3,41,2086,1985,"EX2001",NA,NA
NA,20.4,44,1867,1985,"SFXR38",NA,NA
NA,20.4,38,1887,1985,"3312",NA,NA
NA,20.4,55,1761,1985,"HS33",NA,NA
NA,20.9,42,1930,1985,"452",NA,NA
NA,20.9,43,2080,1985,"924",NA,NA
NA,21.2,43,2278,1985,"141",NA,NA
NA,21.3,44,1898,1985,"SFX80084",NA,NA
NA,21.3,44,1854,1985,"317",NA,NA
NA,21.4,48,1725,1985,"723",NA,NA
NA,21.4,41,1641,1985,"305A",NA,NA
NA,21.5,41,1817,1985,"707B",NA,NA
NA,21.6,51,2251,1985,"455",NA,NA
NA,21.7,44,2248,1985,"285",NA,NA
NA,21.7,41,1913,1985,"757",NA,NA
NA,21.8,45,2174,1985,"206",NA,NA
NA,21.8,47,1795,1985,"730",NA,NA
NA,21.9,38,1877,1985,"205",NA,NA
NA,22.3,39,2073,1985,"Col II",NA,NA
NA,22.4,42,1852,1985,"855",NA,NA
NA,22.5,44,2111,1985,"465",NA,NA
NA,22.8,42,1785,1985,"262",NA,NA
NA,23.1,39,2028,1985,"3001",NA,NA
NA,23.2,41,2619,1985,"475",NA,NA
NA,23.3,35,1836,1985,"Chall",NA,NA
NA,23.4,44,1563,1985,"1888",NA,NA
NA,23.5,43,2180,1985,"382",NA,NA
NA,16.2,NA,2152,1986,"737",NA,NA
NA,17,NA,2045,1986,"2057",NA,NA
NA,17.3,NA,2082,1986,"EX8413",NA,NA
NA,17.4,NA,2659,1986,"SF103",NA,NA
NA,17.7,NA,2138,1986,"205",NA,NA
NA,18.3,NA,1961,1986,"D.G. II",NA,NA
NA,18.7,NA,2448,1986,"1296",NA,NA
NA,18.8,NA,2547,1986,"2001",NA,NA
NA,19.1,NA,2201,1986,"7111",NA,NA
NA,19.3,NA,1839,1986,"484",NA,NA
NA,19.5,NA,2279,1986,"6101",NA,NA
NA,19.6,NA,1644,1986,"701",NA,NA
NA,19.7,NA,2141,1986,"1888",NA,NA
NA,19.7,NA,2822,1986,"X30084",NA,NA
NA,19.8,NA,2107,1986,"894",NA,NA
NA,19.8,NA,1806,1986,"3312",NA,NA
NA,19.8,NA,2558,1986,"2019",NA,NA
NA,19.8,NA,1696,1986,"VOYAG",NA,NA
NA,19.8,NA,2138,1986,"5000",NA,NA
NA,19.9,NA,2242,1986,"730",NA,NA
NA,20,NA,1960,1986,"722",NA,NA
NA,20.1,NA,2575,1986,"COL. II",NA,NA
NA,20.3,NA,2060,1986,"3007",NA,NA
NA,20.6,NA,2309,1986,"855",NA,NA
NA,20.7,NA,1814,1986,"1424",NA,NA
NA,20.8,NA,2195,1986,"705",NA,NA
NA,21,NA,2540,1986,"7101",NA,NA
NA,21.3,NA,2830,1986,"452",NA,NA
NA,21.4,NA,2285,1986,"950A",NA,NA
NA,21.6,NA,2430,1986,"524",NA,NA
NA,21.6,NA,2433,1986,"SF102",NA,NA
NA,21.8,NA,2323,1986,"CHALL",NA,NA
NA,22,NA,2614,1986,"455",NA,NA
NA,22.1,NA,2805,1986,"316",NA,NA
NA,22.1,NA,2461,1986,"208",NA,NA
NA,22.1,NA,2239,1986,"354",NA,NA
NA,22.3,NA,2540,1986,"265",NA,NA
NA,22.3,NA,2579,1986,"747+",NA,NA
NA,22.5,NA,2065,1986,"382",NA,NA
NA,22.6,NA,2473,1986,"747",NA,NA
NA,22.7,NA,2327,1986,"262",NA,NA
NA,22.8,NA,2863,1986,"465A",NA,NA
NA,22.8,NA,2620,1986,"SF100",NA,NA
NA,22.8,NA,2181,1986,"8101",NA,NA
NA,22.9,NA,2420,1986,"3001",NA,NA
NA,23.3,NA,2149,1986,"85020",NA,NA
NA,23.3,NA,2481,1986,"EX2273",NA,NA
NA,23.5,NA,2477,1986,"207",NA,NA
NA,23.5,NA,2244,1986,"EX2262",NA,NA
NA,23.6,NA,2291,1986,"285",NA,NA
NA,23.9,NA,1794,1986,"EX51011",NA,NA
NA,24,NA,2226,1986,"2020",NA,NA
NA,24,NA,2702,1986,"277",NA,NA
NA,24.1,NA,2198,1986,"723",NA,NA
NA,25.7,NA,2421,1986,"475",NA,NA
NA,25.9,NA,2509,1986,"317",NA,NA
NA,29.5,NA,2099,1986,"HS33",NA,NA
NA,9.5,61.5,2013,1987,"747+",NA,NA
NA,9.2,59.5,1258,1987,"Mustang",NA,NA
NA,10.2,68.8,2105,1987,"Stingray",NA,NA
NA,9.6,64.5,2378,1987,"207",NA,NA
NA,11.3,55.8,2931,1987,"208",NA,NA
NA,10.3,57.5,3426,1987,"SF100",NA,NA
NA,9.8,60.5,2287,1987,"SF102",NA,NA
NA,9.9,66.2,2157,1987,"SF103",NA,NA
NA,10.8,59.5,2395,1987,"X409687",NA,NA
NA,9.2,56.5,1819,1987,"6101",NA,NA
NA,9.6,60,2047,1987,"7101",NA,NA
NA,9.5,60.2,1929,1987,"8101",NA,NA
NA,9.3,58.8,2204,1987,"Hysun 354",NA,NA
NA,9,59.5,1787,1987,"DO-705",NA,NA
NA,9.2,58.8,1618,1987,"DO-855",NA,NA
NA,9,58,2038,1987,"IS3001",NA,NA
NA,9.2,58.8,2002,1987,"IS3007",NA,NA
NA,9.1,56.5,1543,1987,"IS7111",NA,NA
NA,9.7,58,1714,1987,"SEX65101",NA,NA
NA,9.6,53,1496,1987,"Capri",NA,NA
NA,9.5,53,1501,1987,"Challenger",NA,NA
NA,9.6,59.8,2152,1987,"484",NA,NA
NA,9.5,53.8,2118,1987,"524",NA,NA
NA,9.9,59,1770,1987,"SVKE-183",NA,NA
NA,9.2,59.5,1792,1987,"SVKE-549",NA,NA
NA,9.7,60.5,2577,1987,"SVKE-550",NA,NA
NA,10.3,59.2,1981,1987,"SVKE-551",NA,NA
NA,9.4,57,1930,1987,"SVKE-556",NA,NA
NA,9.5,56,1882,1987,"SVKE-558",NA,NA
NA,9.2,56.8,1462,1987,"SVKE-571",NA,NA
NA,9.2,64.5,1644,1987,"SVKE-579",NA,NA
NA,9.2,57.2,1753,1987,"SVKE-592",NA,NA
NA,9.6,53,1847,1987,"SVKE-595",NA,NA
NA,9.5,56.5,1476,1987,"256",NA,NA
NA,9.4,63.8,2374,1987,"265",NA,NA
NA,11,60.8,2101,1987,"277",NA,NA
NA,10.5,65.5,2071,1987,"281",NA,NA
NA,9.6,61.5,1808,1987,"285",NA,NA
NA,9.5,62.5,1898,1987,"X-IBF-166",NA,NA
NA,10,63.2,2412,1987,"6440",NA,NA
NA,9.4,59.8,2083,1987,"DG",NA,NA
NA,9.6,66,1843,1987,"316",NA,NA
NA,11.2,72,2107,1987,"317",NA,NA
NA,10.2,61,2151,1987,"318",NA,NA
NA,10,60.2,1997,1987,"330",NA,NA
NA,9.5,58.5,1815,1987,"DGII",NA,NA
NA,9.4,65.5,1858,1987,"452",NA,NA
NA,10.4,61.8,1953,1987,"475",NA,NA
NA,9.4,56,2279,1987,"465A",NA,NA
NA,9.1,61,1393,1987,"S1296",NA,NA
NA,9.8,58.5,1859,1987,"S1300",NA,NA
NA,9.7,58.2,2193,1987,"S1888",NA,NA
NA,9,60.5,2174,1987,"EX8413",NA,NA
NA,9.2,53.5,865,1987,"596",NA,NA
NA,8.9,55.5,1674,1987,"597",NA,NA
NA,9.2,64.5,1140,1987,"599",NA,NA
NA,8.7,56,1583,1987,"600",NA,NA
NA,9.1,62.5,1385,1987,"668",NA,NA
NA,9.1,63,2074,1987,"669",NA,NA
NA,10,62.5,1585,1987,"672",NA,NA
NA,9.1,53,1782,1987,"698",NA,NA
NA,9.1,58,1621,1987,"700",NA,NA
NA,9.2,59,1672,1987,"703",NA,NA
NA,9.6,58.5,2151,1987,"894",NA,NA
NA,NA,53,1940,1988,"2057",NA,NA
NA,NA,45,2329,1988,"4200",NA,NA
NA,NA,35.5,2306,1988,"SF187",NA,NA
NA,NA,49.5,2390,1988,"207",NA,NA
NA,NA,34,1946,1988,"208",NA,NA
NA,NA,37.5,1905,1988,"SF100",NA,NA
NA,NA,46,1715,1988,"6101",NA,NA
NA,NA,50,1965,1988,"7101",NA,NA
NA,NA,46.5,1638,1988,"8101",NA,NA
NA,NA,45.5,2652,1988,"340",NA,NA
NA,NA,52,2149,1988,"350",NA,NA
NA,NA,41,2236,1988,"354",NA,NA
NA,NA,46,2033,1988,"DO 827",NA,NA
NA,NA,46.5,2001,1988,"DO 855",NA,NA
NA,NA,48.5,2259,1988,"SG362",NA,NA
NA,NA,47,2605,1988,"SG381",NA,NA
NA,NA,42,2133,1988,"SG382",NA,NA
NA,NA,45,1859,1988,"3001",NA,NA
NA,NA,47.5,1994,1988,"7111",NA,NA
NA,NA,55,2554,1988,"X31007",NA,NA
NA,NA,43.5,2392,1988,"X33076",NA,NA
NA,NA,46,1690,1988,"X51011",NA,NA
NA,NA,40,2171,1988,"CAPRI",NA,NA
NA,NA,44,2221,1988,"X8713",NA,NA
NA,NA,50.5,2124,1988,"524",NA,NA
NA,NA,49,2189,1988,"684",NA,NA
NA,NA,46.5,1946,1988,"285",NA,NA
NA,NA,44,2115,1988,"S1296",NA,NA
NA,NA,50.5,1916,1988,"S1888",NA,NA
NA,NA,45.5,2003,1988,"SUNBRED256",NA,NA
NA,NA,46,2160,1988,"SUNBRED265",NA,NA
NA,NA,49,2278,1988,"SUNBRED277",NA,NA
NA,NA,48.5,1973,1988,"SUNBRED281",NA,NA
NA,NA,53,2144,1988,"6440",NA,NA
NA,NA,35,1538,1988,"310",NA,NA
NA,NA,42.5,1971,1988,"314",NA,NA
NA,NA,40,1754,1988,"316",NA,NA
NA,NA,50.5,2187,1988,"330",NA,NA
