"harvest_date","harvest_moisture_pct","height_in","yield_lb_acre","year","hybrid","emergence_date","planting_date"
NA,NA,42.5,1640,1988,"DGII",NA,NA
NA,NA,45,2041,1988,"452",NA,NA
NA,NA,45.5,2324,1988,"465A",NA,NA
NA,NA,46,2268,1988,"475",NA,NA
NA,NA,52,2297,1988,"SKVE 550",NA,NA
NA,NA,46.5,2063,1988,"SKVE 551",NA,NA
NA,NA,45,1967,1988,"SKVE 556",NA,NA
NA,NA,46,2048,1988,"SKVE 558",NA,NA
NA,NA,44.5,2004,1988,"SKVE 571",NA,NA
NA,NA,48,2110,1988,"SKVE 579",NA,NA
NA,NA,49.5,1722,1988,"894",NA,NA
NA,12.7,NA,2278,1989,"SUNBIRD  II",NA,NA
NA,11.3,NA,2275,1989,"465A",NA,NA
NA,11.8,NA,2117,1989,"456",NA,NA
NA,10.8,NA,2102,1989,"CAPRI",NA,NA
NA,14.3,NA,2066,1989,"SF 187",NA,NA
NA,12,NA,2062,1989,"EXP 33085",NA,NA
NA,11.6,NA,2054,1989,"SF 100",NA,NA
NA,11.4,NA,2050,1989,"458",NA,NA
NA,12.9,NA,2046,1989,"HYSUN 354",NA,NA
NA,11.7,NA,2032,1989,"HYSUN 340",NA,NA
NA,12.4,NA,1967,1989,"SUNBRED 277",NA,NA
NA,11.9,NA,1962,1989,"330",NA,NA
NA,10.6,NA,1852,1989,"452",NA,NA
NA,11.6,NA,1851,1989,"IS 3311",NA,NA
NA,11.1,NA,1850,1989,"DO-707",NA,NA
NA,10.4,NA,1827,1989,"524",NA,NA
NA,11.8,NA,1809,1989,"G100",NA,NA
NA,11.1,NA,1805,1989,"6440",NA,NA
NA,11.1,NA,1740,1989,"4040",NA,NA
NA,11.3,NA,1736,1989,"X 16230",NA,NA
NA,11.7,NA,1728,1989,"SUNBRED 265",NA,NA
NA,11.5,NA,1722,1989,"EX 8713",NA,NA
NA,12.2,NA,1710,1989,"EXP 4322",NA,NA
NA,10,NA,1702,1989,"KE 879",NA,NA
NA,10.8,NA,1697,1989,"KE 880",NA,NA
NA,10.5,NA,1685,1989,"207",NA,NA
NA,12.9,NA,1652,1989,"84109",NA,NA
NA,11.5,NA,1599,1989,"KE 881",NA,NA
NA,11.1,NA,1599,1989,"EXP 61103",NA,NA
NA,11.2,NA,1597,1989,"KE 882",NA,NA
NA,10.1,NA,1590,1989,"KE 889",NA,NA
NA,10.1,NA,1589,1989,"6240",NA,NA
NA,10.5,NA,1588,1989,"TRISUN 852",NA,NA
NA,11,NA,1545,1989,"DO-855",NA,NA
NA,10.9,NA,1537,1989,"S1296",NA,NA
NA,11.1,NA,1514,1989,"684",NA,NA
NA,11.8,NA,1514,1989,"4200",NA,NA
NA,10.6,NA,1495,1989,"DO-827",NA,NA
NA,10.3,NA,1464,1989,"KE 878",NA,NA
NA,10.6,NA,1463,1989,"DK 384",NA,NA
NA,10.2,NA,1437,1989,"IS 7111",NA,NA
NA,10.4,NA,1422,1989,"DK 3861",NA,NA
NA,9.4,NA,1391,1989,"EXP 3946",NA,NA
NA,12.7,NA,1377,1989,"DK 3849",NA,NA
NA,10.8,NA,1361,1989,"EXP 65099",NA,NA
NA,10.9,NA,1350,1989,"SUNBRED 256",NA,NA
NA,10,NA,1343,1989,"314",NA,NA
NA,10.1,NA,1325,1989,"722",NA,NA
NA,10.7,NA,1146,1989,"894",NA,NA
NA,10.3,NA,1132,1989,"SUNWHEAT 101",NA,NA
NA,10.9,NA,1078,1989,"2057",NA,NA
NA,9.5,NA,1067,1989,"DAKOTA GOLD II",NA,NA
NA,10.8,NA,1023,1989,"CX 8101",NA,NA
NA,10.1,NA,994,1989,"310",NA,NA
NA,17.5,NA,2182,1990,"6440",NA,NA
NA,7.8,NA,1418,1990,"6240",NA,NA
NA,11,NA,1672,1990,"452",NA,NA
NA,8.4,NA,1488,1990,"458",NA,NA
NA,13.5,NA,1706,1990,"465A",NA,NA
NA,8.8,NA,1717,1990,"X16230",NA,NA
NA,14.3,NA,1792,1990,"SF187",NA,NA
NA,9.3,NA,1628,1990,"C207",NA,NA
NA,9.4,NA,1791,1990,"HYSUN 340",NA,NA
NA,11.9,NA,2123,1990,"HYSUN 354",NA,NA
NA,11.4,NA,1653,1990,"HYSUN 7622",NA,NA
NA,9.2,NA,1272,1990,"HYSUN 330",NA,NA
NA,14.4,NA,1624,1990,"XF4617",NA,NA
NA,9.1,NA,1553,1990,"XF3617",NA,NA
NA,12.7,NA,1718,1990,"XF461",NA,NA
NA,13.9,NA,1769,1990,"8W1057",NA,NA
NA,9.8,NA,1793,1990,"9W0020",NA,NA
NA,11,NA,1888,1990,"COMMANDO",NA,NA
NA,9.5,NA,1335,1990,"CAPRI",NA,NA
NA,9.1,NA,1766,1990,"EX8812",NA,NA
NA,11.1,NA,1885,1990,"IS3311",NA,NA
NA,15.3,NA,1607,1990,"ISX72021",NA,NA
NA,12.6,NA,1941,1990,"ISX33265",NA,NA
NA,9.8,NA,2118,1990,"ISX61047",NA,NA
NA,8.7,NA,1644,1990,"ISX61074",NA,NA
NA,22,NA,2005,1990,"ISX73130",NA,NA
NA,8.7,NA,1404,1990,"524",NA,NA
NA,11,NA,1978,1990,"456",NA,NA
NA,16.7,NA,1554,1990,"684",NA,NA
NA,15.7,NA,2012,1990,"8803",NA,NA
NA,17.4,NA,1865,1990,"8803",NA,NA
NA,18.5,NA,2184,1990,"8806",NA,NA
NA,24.7,NA,1822,1990,"8807",NA,NA
NA,17.6,NA,1742,1990,"G100",NA,NA
NA,9.5,NA,1340,1990,"DK3861",NA,NA
NA,18.3,NA,2065,1990,"EX5022",NA,NA
NA,8.4,NA,1232,1990,"DK3800",NA,NA
NA,18.7,NA,1834,1990,"DK3890",NA,NA
NA,12.6,NA,1341,1990,"DK3870",NA,NA
NA,14,NA,1707,1990,"AP4040",NA,NA
NA,15.8,NA,2132,1990,"AP4200",NA,NA
NA,12.3,NA,1367,1990,"ST330",NA,NA
NA,11.4,NA,1316,1990,"ST314",NA,NA
NA,26.3,NA,2039,1990,"SUNBIRDII",NA,NA
NA,13.4,NA,1929,1990,"SUNGRO 382",NA,NA
NA,13.8,NA,1479,1990,"894",NA,NA
NA,8.1,NA,1692,1990,"SUNBRED 265",NA,NA
NA,8.6,NA,1296,1990,"S-1296",NA,NA
NA,8.1,NA,1415,1990,"SUNBRED 256",NA,NA
NA,18.5,NA,1882,1990,"SUNBRED 277",NA,NA
1991-09-27,14.7,60.5,1891,1991,"Hysun 340",1991-05-30,1991-05-28
1991-09-27,15.1,65.5,1735,1991,"Hysun 354",1991-05-31,1991-05-28
1991-09-27,17.1,59,2047,1991,"Hysun 341",1991-05-30,1991-05-28
1991-09-27,16.7,64,2131,1991,"DO-707",NA,1991-05-28
1991-09-27,12.6,64.5,2327,1991,"DO-838",NA,1991-05-28
1991-09-27,15.5,64.5,2342,1991,"DO-670",NA,1991-05-28
1991-09-27,15.4,58,2001,1991,"DO-827",NA,1991-05-28
1991-09-27,11.5,67.5,1796,1991,"458",1991-05-29,1991-05-28
1991-09-27,14.8,62.5,2095,1991,"465A",1991-05-31,1991-05-28
1991-09-27,16.8,66.5,2357,1991,"473",1991-05-31,1991-05-28
1991-09-27,32.6,67.5,2041,1991,"SS171",1991-05-30,1991-05-28
1991-09-27,15.1,67.5,2266,1991,"SS172",NA,1991-05-28
1991-09-27,14,64.5,1666,1991,"SS173",1991-05-30,1991-05-28
1991-09-27,20.9,69.5,2393,1991,"ST2250",1991-05-29,1991-05-28
1991-09-27,15.6,73.5,1829,1991,"ST2100",NA,1991-05-28
1991-09-27,18.5,68,2254,1991,"ST2325",NA,1991-05-28
1991-09-27,15.8,76.5,1693,1991,"ST2360",1991-05-30,1991-05-28
1991-09-27,14.5,60.5,2015,1991,"S-1296",NA,1991-05-28
1991-09-27,14.2,57,1862,1991,"Sunbred 256",1991-05-31,1991-05-28
1991-09-27,13.2,62.5,1773,1991,"Sunbred 265",1991-05-31,1991-05-28
1991-09-27,16.9,66,2098,1991,"Sunbred 277",1991-05-31,1991-05-28
1991-09-27,14.3,56.5,1883,1991,"SF187",1991-05-31,1991-05-28
1991-09-27,13.8,58.5,1479,1991,"SF100",NA,1991-05-28
1991-09-27,12.8,58,2081,1991,"X16270",1991-05-30,1991-05-28
1991-09-27,13.1,63.5,1827,1991,"X16244",1991-05-30,1991-05-28
1991-09-27,14.9,64.5,2095,1991,"X17087",1991-05-31,1991-05-28
1991-09-27,12.4,69,1872,1991,"X17161",NA,1991-05-28
1991-09-27,11.3,61.5,1843,1991,"362",1991-05-30,1991-05-28
1991-09-27,16.1,59,2219,1991,"382",NA,1991-05-28
1991-09-27,21.6,64,2299,1991,"8803",1991-05-30,1991-05-28
1991-09-27,21.8,69.5,2619,1991,"8806",1991-05-30,1991-05-28
1991-09-27,16,61.5,2197,1991,"IS3311",NA,1991-05-28
1991-09-27,11.6,70.5,2021,1991,"1Sx61337",NA,1991-05-28
1991-09-27,16.2,66.5,1945,1991,"1Sx61121",NA,1991-05-28
1991-09-27,12,68,1982,1991,"1Sx65122",1991-05-29,1991-05-28
1991-09-27,13.8,78.5,1650,1991,"1Sx33265",NA,1991-05-28
1991-09-27,12.7,63,1708,1991,"524",1991-05-30,1991-05-28
1991-09-27,14.2,65,2089,1991,"456",NA,1991-05-28
1991-09-27,13.4,60.5,1658,1991,"684",1991-05-30,1991-05-28
1991-09-27,13.3,62.5,1817,1991,"EXP 8812",NA,1991-05-28
1991-09-27,11.7,62.5,1565,1991,"EXP 9053",NA,1991-05-28
1991-09-27,14.1,64,1887,1991,"Commando",1991-05-31,1991-05-28
1991-09-27,14.2,61,2276,1991,"X9551",1991-05-31,1991-05-28
1991-09-27,19.9,60.5,2473,1991,"AG 835",1991-05-30,1991-05-28
1991-09-27,11.7,67,1835,1991,"AG 775",1991-05-30,1991-05-28
1991-09-27,17.7,72,2273,1991,"6440",1991-05-31,1991-05-28
1991-09-27,19.2,64.5,1955,1991,"6445",NA,1991-05-28
1991-09-27,19.1,65.5,2147,1991,"6470",1991-05-30,1991-05-28
1991-09-27,11.7,67.5,1652,1991,"6322",NA,1991-05-28
1991-09-27,10.5,65,1846,1991,"XF391",NA,1991-05-28
1991-09-27,14.9,70,2252,1991,"XF416",1991-05-30,1991-05-28
1991-09-27,12.1,63.5,2069,1991,"SS174",1991-05-30,1991-05-28
1991-09-27,21.5,68,2141,1991,"AMSF101",1991-05-30,1991-05-28
1991-09-27,17.1,59,1629,1991,"AMSF102",NA,1991-05-28
1991-09-27,14.5,57,1129,1991,"AMSF103",1991-05-30,1991-05-28
1991-09-27,11.6,72,1878,1991,"DK3800",NA,1991-05-28
1991-09-27,15.2,68,2204,1991,"DK3840",NA,1991-05-28
1991-09-27,20.9,67.5,2464,1991,"DK3890",1991-05-31,1991-05-28
1991-09-27,16.7,64,2542,1991,"DK3904",NA,1991-05-28
1991-09-27,12.1,65.5,2220,1991,"DK3790",NA,1991-05-28
1991-09-27,12.3,70.5,1776,1991,"DK3861",NA,1991-05-28
1991-09-27,26.6,82.5,2100,1991,"SP2-1",NA,1991-05-28
1991-09-27,16,70,2058,1991,"Hus1",1991-05-30,1991-05-28
1991-09-27,15.6,67,2036,1991,"Hus2",NA,1991-05-28
1991-09-27,13.5,68,2059,1991,"Hus3",1991-05-30,1991-05-28
1991-09-27,15.7,65.5,2272,1991,"Hus4",NA,1991-05-28
1991-09-27,13.3,62.5,1962,1991,"Hus5",NA,1991-05-28
1991-09-27,17.6,62,1739,1991,"901",NA,1991-05-28
1991-09-27,21.9,57.5,2256,1991,"902",NA,1991-05-28
1991-09-27,14.1,64.5,1935,1991,"4220",NA,1991-05-28
1991-09-27,20.1,72,1886,1991,"317",1991-05-29,1991-05-28
1991-09-27,11.9,69.5,2148,1991,"894",1991-05-29,1991-05-28
NA,8.8,43,911,1992,"X92120",NA,NA
NA,10,46,748,1992,"X92109",NA,NA
NA,9.6,45.7,1105,1992,"X92110",NA,NA
NA,9.5,44.3,1083,1992,"X92114",NA,NA
NA,9.9,44,1111,1992,"X92118",NA,NA
NA,10.3,48.3,923,1992,"X92122",NA,NA
NA,9.7,37.3,1141,1992,"SF187",NA,NA
NA,9.9,40.3,1257,1992,"SF270",NA,NA
NA,10.4,39.3,1090,1992,"X17087",NA,NA
NA,9.9,44,1110,1992,"X17161",NA,NA
NA,9.5,41.7,1230,1992,"X18128",NA,NA
NA,10.7,40,1038,1992,"X18176",NA,NA
NA,10.8,48.3,1089,1992,"X18177",NA,NA
NA,10.9,49,1189,1992,"675",NA,NA
NA,9.4,44,946,1992,"658",NA,NA
NA,10.1,46.7,1284,1992,"465A",NA,NA
NA,10.3,44,905,1992,"DO707",NA,NA
NA,9.2,41.7,955,1992,"DO827",NA,NA
NA,9.8,41.7,992,1992,"DO838",NA,NA
NA,9.6,47,897,1992,"DE0872",NA,NA
NA,12.3,43.7,1376,1992,"ST22SO",NA,NA
NA,11.5,45.7,1429,1992,"ST2350",NA,NA
NA,9.9,41.3,909,1992,"ST2120",NA,NA
NA,11.2,47,1160,1992,"ST2118",NA,NA
NA,9.3,46.3,775,1992,"ST2600",NA,NA
NA,10.4,41,1113,1992,"ST2116",NA,NA
NA,9.9,43.7,1175,1992,"Capri",NA,NA
NA,9.7,39.7,865,1992,"Comet",NA,NA
NA,9.6,42,959,1992,"Cadillac",NA,NA
NA,10.1,46.3,1152,1992,"SS174",NA,NA
NA,9.8,45.7,1025,1992,"362",NA,NA
NA,10.5,45,976,1992,"382",NA,NA
NA,11.2,47.3,1014,1992,"8803",NA,NA
NA,11.7,49.3,1209,1992,"8806",NA,NA
NA,11.8,50.7,1361,1992,"Sunbird II",NA,NA
NA,10.1,43.3,1098,1992,"Wrangler",NA,NA
NA,11,45.7,753,1992,"ST314",NA,NA
NA,12.1,47.3,1057,1992,"ST330",NA,NA
NA,9,44.7,900,1992,"XF421",NA,NA
NA,9.2,45,926,1992,"XF429",NA,NA
NA,9.4,39.3,1088,1992,"XF4211",NA,NA
NA,9.7,48.3,1022,1992,"XF599",NA,NA
NA,9.5,46,857,1992,"HO6400",NA,NA
NA,10.1,48.3,1037,1992,"HO6425",NA,NA
NA,9.6,42.7,968,1992,"6445",NA,NA
NA,10.4,42.3,1143,1992,"6451",NA,NA
NA,9.2,45,821,1992,"6322",NA,NA
NA,11.5,45.3,1212,1992,"6470",NA,NA
NA,8.7,39,809,1992,"6230",NA,NA
NA,10.8,42,914,1992,"684",NA,NA
NA,11.3,48,1305,1992,"6845",NA,NA
NA,10.5,45.7,990,1992,"IS3311",NA,NA
NA,9.4,44,1128,1992,"IS6111",NA,NA
NA,8.9,41.7,715,1992,"IS3137",NA,NA
NA,10.4,52,1177,1992,"IS3353",NA,NA
NA,9.7,45,955,1992,"ISX07089",NA,NA
NA,9.8,40.3,1041,1992,"DK3904",NA,NA
NA,9,42,976,1992,"DK3790",NA,NA
NA,10.6,40,1067,1992,"EXP5322",NA,NA
NA,10.7,43.7,978,1992,"Hysun 354",NA,NA
NA,11.4,38.7,1405,1992,"Hysun 341",NA,NA
NA,9.5,38.3,1049,1992,"EX7814",NA,NA
NA,9.6,44.7,688,1992,"EXC9N0I60",NA,NA
NA,10.8,47.7,762,1992,"EX3543HO",NA,NA
NA,9.4,40,971,1992,"X9210",NA,NA
NA,8.8,41.3,880,1992,"Sunbred 256",NA,NA
NA,9.9,39.7,964,1992,"Sunbred 265",NA,NA
NA,10.8,44.7,791,1992,"Sunbred 277",NA,NA
NA,9.5,49.7,1084,1992,"236",NA,NA
NA,11.5,43.7,1184,1992,"182",NA,NA
NA,11.3,44,965,1992,"AG835",NA,NA
NA,9.5,39.3,869,1992,"2-DakSun A",NA,NA
NA,10.3,46.3,975,1992,"2-DakSun B",NA,NA
1993-10-21,19,55,1696,1993,"6111",1993-05-27,1993-05-26
1993-10-21,17,63,2070,1993,"3137",1993-05-28,1993-05-26
1993-10-21,25,63,1790,1993,"3311",1993-05-29,1993-05-26
1993-10-21,31,71,2268,1993,"6363",1993-05-27,1993-05-26
1993-10-21,27,63,1942,1993,"X83383",1993-05-31,1993-05-26
1993-10-21,23,53,2093,1993,"X93285",1993-05-29,1993-05-26
1993-10-21,19,59,2007,1993,"X83324",NA,1993-05-26
1993-10-21,32,69,2086,1993,"ST2250",1993-05-29,1993-05-26
1993-10-21,30,62,1880,1993,"ST2118",NA,1993-05-26
1993-10-21,30,61,2071,1993,"ST2116",1993-05-30,1993-05-26
1993-10-21,29,66,2280,1993,"ST2132",NA,1993-05-26
1993-10-21,37,63,1697,1993,"ST2134",1993-05-28,1993-05-26
1993-10-21,26,69,1838,1993,"ST2122",1993-05-28,1993-05-26
1993-10-21,26,64,2241,1993,"ST2112",1993-05-29,1993-05-26
1993-10-21,15,57,1878,1993,"DK 3790",1993-05-29,1993-05-26
1993-10-21,27,63,2346,1993,"DK 3904",NA,1993-05-26
1993-10-21,19,54,2095,1993,"EXP 5346",1993-05-28,1993-05-26
1993-10-21,27,59,2269,1993,"EXP 5322",1993-05-28,1993-05-26
1993-10-21,19,65,1666,1993,"191",1993-05-29,1993-05-26
1993-10-21,25,63,2235,1993,"296",1993-05-28,1993-05-26
1993-10-21,24,61,1916,1993,"WRANGLER",1993-05-31,1993-05-26
1993-10-21,26,58,2002,1993,"WALDO",1993-05-29,1993-05-26
1993-10-21,30,64,1911,1993,"SX1000",NA,1993-05-26
1993-10-21,23,66,1698,1993,"SX9888",NA,1993-05-26
1993-10-21,30,59,1567,1993,"SX1500",1993-05-30,1993-05-26
1993-10-21,27,60,1959,1993,"SX2000",NA,1993-05-26
1993-10-21,30,62,1729,1993,"240093X",1993-05-28,1993-05-26
1993-10-21,29,57,2185,1993,"SF 187",NA,1993-05-26
1993-10-21,26,58,2163,1993,"SF 270",1993-05-28,1993-05-26
1993-10-21,21,58,2388,1993,"X 18128",1993-05-30,1993-05-26
1993-10-21,34,66,2185,1993,"X 18177",1993-05-27,1993-05-26
1993-10-21,29,64,1970,1993,"X 3001",NA,1993-05-26
1993-10-21,28,63,1879,1993,"X 3005",1993-05-29,1993-05-26
1993-10-21,24,56,1926,1993,"DO 707",1993-05-30,1993-05-26
1993-10-21,21,60,1859,1993,"DO 827",NA,1993-05-26
1993-10-21,19,65,1915,1993,"DO 838",1993-05-29,1993-05-26
1993-10-21,24,58,1760,1993,"DO 725",1993-05-30,1993-05-26
1993-10-21,25,61,2037,1993,"DE 2841",1993-05-31,1993-05-26
1993-10-21,33,65,1837,1993,"675",1993-05-28,1993-05-26
1993-10-21,22,58,1965,1993,"658",1993-05-30,1993-05-26
1993-10-21,23,62,1965,1993,"AG7750",1993-05-28,1993-05-26
1993-10-21,30,62,1961,1993,"AG8358",1993-05-28,1993-05-26
1993-10-21,23,64,1793,1993,"120",1993-05-30,1993-05-26
1993-10-21,23,60,1619,1993,"121",NA,1993-05-26
1993-10-21,24,62,1822,1993,"109",1993-05-29,1993-05-26
1993-10-21,27,57,1597,1993,"115",NA,1993-05-26
1993-10-21,19,56,1810,1993,"103",1993-05-30,1993-05-26
1993-10-21,22,67,2086,1993,"145",1993-05-29,1993-05-26
1993-10-21,24,54,1808,1993,"X93200",1993-05-29,1993-05-26
1993-10-21,27,52,1869,1993,"S93201",1993-05-30,1993-05-26
1993-10-21,19,59,1442,1993,"Capri",NA,1993-05-26
1993-10-21,19,56,2185,1993,"Comet",1993-05-28,1993-05-26
1993-10-21,22,59,1922,1993,"Cadillac",1993-05-29,1993-05-26
1993-10-21,29,53,1846,1993,"6451",1993-05-31,1993-05-26
1993-10-21,23,65,1947,1993,"6339",1993-05-31,1993-05-26
1993-10-21,37,62,1781,1993,"6470",1993-05-28,1993-05-26
1993-10-21,14,55,2162,1993,"XF426",1993-05-30,1993-05-26
1993-10-21,26,65,1873,1993,"XF435",1993-05-30,1993-05-26
1993-10-21,24,62,1596,1993,"6400HO",1993-05-28,1993-05-26
1993-10-21,33,64,2015,1993,"6415HO",1993-05-28,1993-05-26
1993-10-21,34,76,1465,1993,"6661HO",1993-05-29,1993-05-26
1993-10-21,27,70,1445,1993,"XF515HO",1993-05-29,1993-05-26
1993-10-21,32,64,1874,1993,"8806",1993-05-30,1993-05-26
1993-10-21,7,65,1952,1993,"HYSUN  321",1993-05-30,1993-05-26
1993-10-21,25,54,1971,1993,"HYSUN341",1993-05-31,1993-05-26
1993-10-21,25,64,1604,1993,"HYSUN354",1993-05-28,1993-05-26
1993-10-21,24,61,1846,1993,"X-4542",NA,1993-05-26
1993-10-21,25,62,1746,1993,"X-7514",1993-05-29,1993-05-26
1993-10-21,36,66,1990,1993,"X-27004",1993-05-27,1993-05-26
1993-10-21,35,61,1626,1993,"X-2863",1993-05-29,1993-05-26
1993-10-21,33,63,1696,1993,"X-6753HO",1993-05-30,1993-05-26
1993-10-21,33,68,1648,1993,"X-2657",NA,1993-05-26
1993-10-21,22,60,1885,1993,"894",1993-05-29,1993-05-26
1993-10-21,20,60,1704,1993,"SMX 10",1993-05-28,1993-05-26
1993-10-21,28,67,1960,1993,"SMX 15",1993-05-29,1993-05-26
1993-10-21,25,62,1923,1993,"SMX 40",1993-05-29,1993-05-26
1993-10-21,31,64,1679,1993,"SMG 106",1993-05-30,1993-05-26
1993-10-21,29,55,1464,1993,"SMG 107",1993-05-29,1993-05-26
1993-10-21,37,63,1614,1993,"SMG 112",1993-05-30,1993-05-26
1993-10-21,18,61,1544,1993,"ST314A",1993-05-28,1993-05-26
1993-10-21,27,59,2023,1993,"AP4193",1993-05-30,1993-05-26
1993-10-21,34,62,1739,1993,"565",1993-05-28,1993-05-26
1993-10-21,17,63,2175,1993,"546",1993-05-30,1993-05-26
1993-10-21,27,61,1756,1993,"684",NA,1993-05-26
1993-10-21,33,66,1811,1993,"6845",1993-05-28,1993-05-26
1993-10-21,14,60,1744,1993,"256",1993-05-27,1993-05-26
1993-10-21,18,60,2126,1993,"231",1993-05-30,1993-05-26
1993-10-21,32,65,1759,1993,"277",1993-05-30,1993-05-26
1993-10-21,20,63,1684,1993,"X-9186",1993-05-29,1993-05-26
1993-10-21,28,60,2148,1993,"X-9159",1993-05-28,1993-05-26
1993-10-21,22,65,1897,1993,"X-10792",1993-05-28,1993-05-26
1993-10-21,26,57,2415,1993,"X-10319",1993-05-30,1993-05-26
1993-10-21,23,59,1953,1993,"236",NA,1993-05-26
1993-10-21,20,58,1957,1993,"745",NA,1993-05-26
1993-10-21,21,67,1916,1993,"EX1922",1993-05-29,1993-05-26
1993-10-21,16,64,2031,1993,"EX1002",1993-05-28,1993-05-26
1993-10-21,28,64,1902,1993,"EX1983",1993-05-30,1993-05-26
1993-10-21,25,63,2063,1993,"808",1993-05-30,1993-05-26
1994-10-12,14,68,2008,1994,"894",1994-05-29,1994-05-25
1994-10-12,13.5,69,2278,1994,"AS 3211",1994-05-28,1994-05-25
1994-10-12,18.6,71,1907,1994,"AS 4379",1994-05-29,1994-05-25
1994-10-12,12.7,71,2274,1994,"AS 477",1994-05-27,1994-05-25
1994-10-12,15.8,65,1638,1994,"Fleuron",1994-05-30,1994-05-25
1994-10-12,13.2,58,2133,1994,"SF 128",1994-05-28,1994-05-25
1994-10-12,19.7,58,2483,1994,"SF 187",1994-05-27,1994-05-25
1994-10-12,12.3,54,2211,1994,"SF 270",1994-05-27,1994-05-25
1994-10-12,16.5,64,2002,1994,"X3001",NA,1994-05-25
1994-10-12,11.7,56,1923,1994,"713",1994-05-31,1994-05-25
1994-10-12,12.6,57,2031,1994,"745",1994-05-26,1994-05-25
1994-10-12,14.4,59,2025,1994,"755",1994-05-28,1994-05-25
1994-10-12,11.1,56,1940,1994,"803",1994-05-28,1994-05-25
1994-10-12,15.1,61,1914,1994,"808",1994-05-27,1994-05-25
1994-10-12,11.9,65,1881,1994,"EX 4921",1994-05-28,1994-05-25
1994-10-12,13.6,64,2042,1994,"EX 4983",NA,1994-05-25
1994-10-12,12.9,62,2052,1994,"DK 3790",1994-05-28,1994-05-25
1994-10-12,15.2,56,2152,1994,"DK 3868",1994-05-30,1994-05-25
1994-10-12,17.3,64,2293,1994,"DK 3881",1994-05-29,1994-05-25
1994-10-12,20.3,60,2154,1994,"DK 3904",1994-05-28,1994-05-25
1994-10-12,15.4,59,1544,1994,"191",1994-05-26,1994-05-25
1994-10-12,14.6,60,2101,1994,"294",1994-05-28,1994-05-25
1994-10-12,16.6,62,2076,1994,"296",1994-05-31,1994-05-25
1994-10-12,13.3,63,2173,1994,"X400",1994-05-28,1994-05-25
1994-10-12,14,59,2036,1994,"XXXE",1994-05-26,1994-05-25
1994-10-12,16.3,67,1779,1994,"7382",1994-05-28,1994-05-25
1994-10-12,15.4,64,1865,1994,"7392",1994-05-29,1994-05-25
1994-10-12,13.4,65,2239,1994,"94341",1994-05-29,1994-05-25
1994-10-12,13.1,70,2006,1994,"94342",1994-05-30,1994-05-25
1994-10-12,16,67,2232,1994,"94392",1994-05-28,1994-05-25
1994-10-12,12,67,1995,1994,"3137",1994-05-29,1994-05-25
1994-10-12,13.5,61,1845,1994,"3311",1994-05-27,1994-05-25
1994-10-12,17.9,68,2678,1994,"6363",1994-05-30,1994-05-25
1994-10-12,21.9,70,2184,1994,"X01480",1994-05-28,1994-05-25
1994-10-12,13.1,59,1690,1994,"X27036",1994-05-30,1994-05-25
1994-10-12,15.6,64,2210,1994,"X73307",1994-05-30,1994-05-25
1994-10-12,13.1,60,2164,1994,"X83324",1994-05-28,1994-05-25
1994-10-12,24.4,62,2109,1994,"8806",1994-05-26,1994-05-25
1994-10-12,12.9,60,1769,1994,"Hysun 321",1994-05-29,1994-05-25
1994-10-12,19.4,61,1978,1994,"Hysun 341",1994-05-28,1994-05-25
1994-10-12,15,65,2002,1994,"Hysun 354",1994-05-27,1994-05-25
1994-10-12,14.2,63,2232,1994,"X-1032",1994-05-31,1994-05-25
1994-10-12,12.7,60,1617,1994,"X-4312",1994-05-28,1994-05-25
1994-10-12,14.3,64,1747,1994,"94LGUS-H1",1994-05-28,1994-05-25
1994-10-12,12.1,63,1877,1994,"94LGUS-H2",1994-05-30,1994-05-25
1994-10-12,12.8,61,1716,1994,"94LGUS-H3",1994-05-27,1994-05-25
1994-10-12,19.3,65,2048,1994,"94LGUS-H4",1994-05-27,1994-05-25
1994-10-12,17.8,73,1972,1994,"94LGUS-H5",1994-05-26,1994-05-25
1994-10-12,16.4,68,1762,1994,"684",1994-05-28,1994-05-25
1994-10-12,15.6,63,1881,1994,"6845",1994-05-27,1994-05-25
1994-10-12,15.5,56,1768,1994,"634",1994-05-29,1994-05-25
1994-10-12,13.6,63,2119,1994,"658",1994-05-27,1994-05-25
1994-10-12,17.6,71,2454,1994,"Cavalry",1994-05-29,1994-05-25
1994-10-12,14.6,62,1909,1994,"Comet",1994-05-29,1994-05-25
1994-10-12,12.1,62,2261,1994,"221",NA,1994-05-25
1994-10-12,11.7,58,2332,1994,"231",1994-05-27,1994-05-25
1994-10-12,14.6,59,1786,1994,"256",1994-05-27,1994-05-25
1994-10-12,12.9,59,1847,1994,"265",1994-05-28,1994-05-25
1994-10-12,16.8,68,2236,1994,"277",1994-05-29,1994-05-25
1994-10-12,15.4,62,1804,1994,"X10319",NA,1994-05-25
1994-10-12,15.9,69,2388,1994,"X10326",1994-05-27,1994-05-25
1994-10-12,13.3,66,1975,1994,"X10792",1994-05-29,1994-05-25
1994-10-12,15.5,63,2015,1994,"X9159",1994-05-28,1994-05-25
1994-10-12,16.4,71,1952,1994,"6339",1994-05-29,1994-05-25
1994-10-12,16.3,57,1857,1994,"6415HO",1994-05-30,1994-05-25
1994-10-12,15.4,62,2244,1994,"6451",1994-05-30,1994-05-25
1994-10-12,17.2,58,1508,1994,"DO 707",NA,1994-05-25
